feature,mean_importance
총세대수,-0.011210752734720265
면적74_85,-0.0035663050506495654
승강기설치여부,0.0
면적46_51,0.0
건물형태,1.1102230246251566e-17
면적59_74,1.1102230246251566e-17
면적51_59,1.1102230246251566e-17
면적26_38,1.1102230246251566e-17
면적38_46,2.2204460492503132e-17
난방방식,3.3306690738754695e-17
면적85_127,3.3306690738754695e-17
면적127_139,4.4408920985006264e-17
면적17_26,0.0076360214793730116
준공연도,0.017221955067808593
임대료,0.018004869156228565
임대보증금,0.04357074717892316
총면적,0.933241729516209
