feature,mean_importance
면적17_26,-0.0038823314340448944
면적38_46,-0.002429812053452085
난방방식,-0.00014671584189022147
면적51_59,-6.0142964967901945e-05
승강기설치여부,0.0
면적85_127,0.0
면적26_38,0.0
면적127_139,1.1102230246251566e-17
면적46_51,4.674042193766326e-05
건물형태,0.0031656075750884026
임대료,0.005801786950988652
면적59_74,0.016175509764401862
임대보증금,0.023743096982488266
준공연도,0.02628681619672991
총세대수,0.02802423612776154
면적74_85,0.07298997309513745
총면적,0.688676513589922
